Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,5/10/16,INV15238,PRM-30 Replacement Lamp (Platinum),4.00,$150.00 ,$600.00 ,CA,Miramonte Elementary
,Invoice,5/10/16,INV15238,Promethean PRM-32-35 replacement lamp,2.00,$99.00 ,$198.00 ,CA,Miramonte Elementary
,Invoice,5/31/16,INV15328,"ActivBoard 6 Touch Range 88"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",3.00,"$1,299.00 ","$3,897.00 ",CA,Modoc Joint Unified School District
,Invoice,8/23/16,INV15592,"ActivBoard 6 Touch Range 88"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",9.00,"$1,299.00 ","$11,691.00 ",CA,Modoc Joint Unified School District
,Invoice,5/31/16,INV15328,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",3.00,"$1,599.00 ","$4,797.00 ",CA,Modoc Joint Unified School District
,Invoice,8/23/16,INV15592,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",9.00,"$1,599.00 ","$14,391.00 ",CA,Modoc Joint Unified School District
,Invoice,5/31/16,INV15328,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,3.00,$149.00 ,$447.00 ,CA,Modoc Joint Unified School District
,Invoice,8/23/16,INV15592,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,9.00,$149.00 ,"$1,341.00 ",CA,Modoc Joint Unified School District
,Invoice,5/31/16,INV15328,Wallbox - connectivity panel,3.00,$200.00 ,$600.00 ,CA,Modoc Joint Unified School District
,Invoice,8/23/16,INV15592,Wallbox - connectivity panel,9.00,$200.00 ,"$1,800.00 ",CA,Modoc Joint Unified School District
,Invoice,1/21/16,INV14859,"ActivBoard 6 Touch Range 88"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",1.00,"$1,299.00 ","$1,299.00 ",CA,Modoc Middle School
,Invoice,1/21/16,INV14859,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",1.00,"$1,599.00 ","$1,599.00 ",CA,Modoc Middle School
,Invoice,1/21/16,INV14859,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,1.00,$149.00 ,$149.00 ,CA,Modoc Middle School
,Invoice,1/21/16,INV14859,Wallbox - connectivity panel,1.00,$200.00 ,$200.00 ,CA,Modoc Middle School
,Invoice,5/16/16,INV15263,"*** Wall Mounted ActivPanel - fixed height, no vertical movement ***  ActivPanel 70"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition",1.00,"$4,949.00 ","$4,949.00 ",CA,Moorpark Unified School District
,Invoice,7/11/16,INV15445,"ACT Installation - ActivPanel 70"" Fixed Wall Mount - Install ActivInspire PRO - Install ACT HDMI Wall Box Kit",1.00,$496.00 ,$496.00 ,CA,Moorpark Unified School District
,Invoice,12/9/16,INV16082,Promethean PRM-45 replacement lamp,5.00,$99.00 ,$495.00 ,CA,Moorpark Unified School District
,Invoice,5/19/16,INV15294,"ActivBoard 6 Touch Range 88"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",1.00,"$1,299.00 ","$1,299.00 ",CA,Mountain Oaks School
,Invoice,6/23/16,INV15402,"Certified Professional Installation for ActivBoard Touch 88"" with Upgrade Mount Kit, SoundBar, Over the Board Bracket and Wall Box kit",1.00,$850.00 ,$850.00 ,CA,Mountain Oaks School
,Invoice,5/19/16,INV15294,"Mount Upgrade Kit with DLP short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",1.00,"$1,199.00 ","$1,199.00 ",CA,Mountain Oaks School
,Invoice,11/9/16,INV15993,N12 WXGA 3700 lumens Ultra Short Throw Laser Projector with mount for White Oak,1.00,"$2,449.00 ","$2,449.00 ",CA,Mountain Oaks School
,Invoice,5/19/16,INV15294,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,1.00,$149.00 ,$149.00 ,CA,Mountain Oaks School
,Invoice,5/16/16,INV15265,"ActivPanel 70"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included.  ActivInspire Professional Edition available FOC",1.00,"$4,499.00 ","$4,499.00 ",CA,Mountain View Elementary School
,Invoice,6/13/16,INV15358,"Certified installation of 70"" ActivPanel system with ACT HDMI wall box.",1.00,$550.00 ,$550.00 ,CA,Mountain View Elementary School
,Invoice,3/10/16,INV15040,ActiView 324 Visual Presenter,2.00,$543.00 ,"$1,086.00 ",CA,National School District
,Invoice,9/14/16,INV15705,Adjustable Actuator,1.00,$185.00 ,$185.00 ,CA,National School District
,Invoice,11/28/16,INV16032,Adjustable Actuator,1.00,$160.00 ,$160.00 ,CA,National School District
,Invoice,5/31/16,INV15331,"BenQ MW824ST DLP Projector, 3000 lumen, HDMI, D-Sub x2, S-V, Com, A x2, 10w Spk x2, AO, Control terminals (RJ45/RS232/USB) 3 year warranty. (formerly MW821ST)    Product Serial # PDG5G03059000 PDG5G03077000 PDG5G03057000 PDG5G03062000 PDG5G03050000 PDG5G03065000 PDG5G03087000 PDG5G03058000 PDG5G03044000",9.00,$789.00 ,"$7,101.00 ",CA,National School District
,Invoice,8/11/16,INV15546,Chief CMS445N Suspended Ceiling Tile Kit,4.00,$232.75 ,$931.00 ,CA,National School District
,Invoice,8/11/16,INV15546,Chief Manufacturing: Fixed Pipe 9 - 9inch speed connect fixed extension column,3.00,$27.95 ,$83.85 ,CA,National School District
,Invoice,8/1/16,INV15515,HoverCam Solo 8,3.00,$349.00 ,"$1,047.00 ",CA,National School District
,Invoice,9/19/16,INV15723,"Power supply unit and mains lead (power cable) for US ActivBoard  48, 60, 75, 50, 64, 78 and 87  (goes from power brick to wall)",4.00,$75.00 ,$300.00 ,CA,National School District
,Invoice,11/28/16,INV16032,"Power supply unit and mains lead (power cable) for US ActivBoard  48, 60, 75, 50, 64, 78 and 87 (goes from power brick to wall)",4.00,$75.00 ,$300.00 ,CA,National School District
,Invoice,8/17/16,INV15580,ActiView 324 Visual Presenter,2.00,$559.00 ,"$1,118.00 ",CA,Needles High School
,Invoice,8/17/16,INV15580,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",2.00,"$3,999.00 ","$7,998.00 ",CA,Needles High School
,Invoice,8/17/16,INV15580,"Adjustable Wall Mount System with Floor Support for 70"" ActivPanel Touch 2",2.00,$999.00 ,"$1,998.00 ",CA,Needles High School
,Invoice,9/29/16,INV15789,Professional Installation of ActivPanel with Wall mount,2.00,$550.00 ,"$1,100.00 ",CA,Needles High School
,Invoice,8/17/16,INV15581,ActiView 324 Visual Presenter,2.00,$559.00 ,"$1,118.00 ",CA,Needles Middle School
,Invoice,8/17/16,INV15581,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",2.00,"$3,999.00 ","$7,998.00 ",CA,Needles Middle School
,Invoice,8/17/16,INV15581,"Adjustable Wall Mount System with Floor Support for 70"" ActivPanel Touch 2",2.00,$999.00 ,"$1,998.00 ",CA,Needles Middle School
,Invoice,9/29/16,INV15788,Professional Installation of ActivPanel with Wall Mount,2.00,$550.00 ,"$1,100.00 ",CA,Needles Middle School
,Invoice,3/31/16,INV15110,"BoxLight ECO WX32NST 3200 lumens, WXGA 1280x800.  HDMI, 2 VGA, S-Vid, Component.  L4L eligilble . Does not include Mount",2.00,$899.00 ,"$1,798.00 ",CA,Nell Dawson Elementary School
,Invoice,3/31/16,INV15110,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,2.00,$99.00 ,$198.00 ,CA,Nell Dawson Elementary School
,Credit Memo,5/3/16,322,"BoxLight SoundLite30W-EXT15 - 15FT stereo 3.5mm extension male to female, for Soundlite 30W",-2.00,$0.00 ,$0.00 ,CA,Nell Dawson Elementary School
,Invoice,5/3/16,INV15211,"BoxLight SoundLite30W-EXT15 - 15FT stereo 3.5mm extension male to female, for Soundlite 30W",2.00,$0.00 ,$0.00 ,CA,Nell Dawson Elementary School
,Invoice,9/27/16,INV15767,"BoxLight SoundLite30W-EXT15 - 15FT stereo 3.5mm extension male to female, for Soundlite 30W",4.00,$12.00 ,$48.00 ,CA,Nell Dawson Elementary School
,Credit Memo,9/30/16,340,"BoxLight SoundLite30W-EXT15 - 15FT stereo 3.5mm extension male to female, for Soundlite 30W",-4.00,$12.00 ,($48.00),CA,Nell Dawson Elementary School
,Invoice,3/31/16,INV15110,"BoxLight Wall Mount U-60 wall mount extends up to 60"" extension. (used with WXGA short throw projectors)",2.00,$295.00 ,$590.00 ,CA,Nell Dawson Elementary School
,Invoice,6/13/16,INV15362,"CA 50A System with 2 Wall Speakers with brackets, 2-50' speaker cables and 25' 3.5mm patch cable(KIT)   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately) 1 each 3210-0020 Cable 25ft 3.5X3.5 Cable 1 each 3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 2 each 3300-0003 Speaker White Wall Speaker - WS-09 2 each 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II and IR Receive 1 each",2.00,$470.00 ,$940.00 ,CA,Nell Dawson Elementary School
,Invoice,6/13/16,INV15362,Certified Professional Installation of the ECO WX32NST Projector with Mount & Wall Box. Installation of the Soundlite 30W,2.00,$750.00 ,"$1,500.00 ",CA,Nell Dawson Elementary School
,Invoice,11/30/16,INV15511,"BoxLight  PROCOLOR 700H Interactive Flat panel Display  Full HD  1920 x 1080 resolution Display Port, HDMI x 3, VGA, 3.5mm Audio in/out, OPS slot  **Panel is slightly used**",1.00,"$3,500.00 ","$3,500.00 ",CA,Nogales High School
,Invoice,5/23/16,INV15310,"Includes DLP short throw projector and upgrade kit. Compatible with 64"", 78"", 87"" and 95"" ActivBoards on V3 systems - Original projector plate required",2.00,$599.00 ,"$1,198.00 ",CA,Oakview Community Elementary School
,Invoice,5/31/16,INV15327,EST-P1-Lamp - Replacement lamp for extreme short-throw P1,1.00,$99.00 ,$99.00 ,CA,Our Lady of Guadalupe School
,Invoice,5/23/16,INV15308,ActivPen3 nibs - 100/pack,1.00,$30.00 ,$30.00 ,CA,Oxnard School District
,Invoice,4/26/16,INV15195,Belkin BOOST UP Home Charger (12 Watt/2.4 Amp) Blue  **ACT CMAS 3-15-70-3136A**,"6,650.00",$8.89 ,"$59,118.50 ",CA,Oxnard School District
,Invoice,4/26/16,INV15195,"Belkin Lightning Sync/Charge cable, 1.2m, 4ft, White  **ACT CMAS 3-15-70-3136A**","6,650.00",$8.24 ,"$54,796.00 ",CA,Oxnard School District
,Invoice,4/26/16,INV15195,"Belkin Secure and Charge w/ Surge. Lockable spaces for up to 10 tablets in cases. 1.18in thick. 10-outlet, 885 Joules surge protector included UL 1449 rating of 330V  **ACT CMAS 3-15-70-3136A**",665.00,$216.00 ,"$143,640.00 ",CA,Oxnard School District
,Invoice,5/19/16,INV15297,"BoxLight ECO X27NST 2700 lumens, XGA 1024x768.  HDMI, 2 VGA,S-Vid, Component. L4L eligible Does not include Mount. Includes Remote",1.00,$745.00 ,$745.00 ,CA,Oxnard School District
,Invoice,5/19/16,INV15297,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,1.00,$99.00 ,$99.00 ,CA,Oxnard School District
,Invoice,4/5/16,INV15121,De-installation of existing projector,50.00,$0.00 ,$0.00 ,CA,Oxnard School District
,Invoice,2/11/16,INV14924,EST-P1-Lamp - Replacement lamp for extreme short-throw P1,1.00,$99.00 ,$99.00 ,CA,Oxnard School District
,Invoice,3/7/16,INV15068,"Includes DLP short throw projector and upgrade kit. Compatible with 64"", 78"", 87"" and 95"" ActivBoards on V3 systems - Original projector plate required",50.00,$632.00 ,"$31,600.00 ",CA,Oxnard School District
,Invoice,5/18/16,INV15289,"Includes DLP short throw projector and upgrade kit. Compatible with 64"", 78"", 87"" and 95"" ActivBoards on V3 systems - Original projector plate required",2.00,$632.00 ,"$1,264.00 ",CA,Oxnard School District
,Invoice,5/23/16,INV15308,"Includes DLP short throw projector and upgrade kit. Compatible with 64"", 78"", 87"" and 95"" ActivBoards on V3 systems - Original projector plate required",20.00,$632.00 ,"$12,640.00 ",CA,Oxnard School District
,Invoice,4/5/16,INV15121,Installation of PRM-45 Projectors,50.00,$90.00 ,"$4,500.00 ",CA,Oxnard School District
,Invoice,10/31/16,INV15937,Promethean PRM-45 replacement lamp.,10.00,$99.00 ,$990.00 ,CA,Oxnard School District
,Invoice,3/7/16,INV15068,Promethean projector bracket for PRM 30 or PRM 35 projector with V3 stand.,50.00,$1.00 ,$50.00 ,CA,Oxnard School District
,Invoice,5/18/16,INV15289,Promethean projector bracket for PRM 30 or PRM 35 projector with V3 stand.,2.00,$1.00 ,$2.00 ,CA,Oxnard School District
,Invoice,5/23/16,INV15308,Promethean projector bracket for PRM 30 or PRM 35 projector with V3 stand.,20.00,$1.00 ,$20.00 ,CA,Oxnard School District
,Invoice,5/23/16,INV15308,Wallbox - connectivity panel,20.00,$200.00 ,"$4,000.00 ",CA,Oxnard School District
,Invoice,9/13/16,INV15698,"BoxLight Rainier IFPD-MOB  Motorized height adjustable mobile cart. For use with entire BOXLIGHT ProColor line up to 84"". Includes mobile base, adjustable column, wired remote, and vesa plate",4.00,"$1,799.00 ","$7,196.00 ",CA,Phelan Elementary School
,Invoice,8/18/16,INV15582,"ACT Services - BoxLight Projector, Mount, and Wall Box Installation",3.00,$550.00 ,"$1,650.00 ",CA,Pioneer Union School District
,Invoice,7/13/16,INV15461,"BoxLight BOX OKT-0055  Oktopus for BoxLight includes 5 presenter licenses, each with 5 collaborators",3.00,$0.00 ,$0.00 ,CA,Pioneer Union School District
,Invoice,11/7/16,INV15965,"BoxLight ECO WX32NST 3200 lumens, WXGA 1280x800.  HDMI, 2 VGA, S-Vid, Component.  L4L eligilble . Does not include Mount",1.00,$829.00 ,$829.00 ,CA,Pioneer Union School District
,Invoice,11/7/16,INV15965,BoxLight Lamps4Life + Lamps4Life with advanced shipping and prepaid return shipping included,1.00,$99.00 ,$99.00 ,CA,Pioneer Union School District
,Credit Memo,11/17/16,355,BoxLight Lamps4Life + Lamps4Life with advanced shipping and prepaid return shipping included,-1.00,$99.00 ,($99.00),CA,Pioneer Union School District
,Invoice,7/13/16,INV15461,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,3.00,$99.00 ,$297.00 ,CA,Pioneer Union School District
,Invoice,11/17/16,INV16008,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,1.00,$99.00 ,$99.00 ,CA,Pioneer Union School District
,Invoice,7/13/16,INV15461,"BoxLight ProjectoWrite P10 WX35NXT-NL includes HDMI, 2 VGA, USB (for interactive function). 3500 Lumens",3.00,"$1,399.00 ","$4,197.00 ",CA,Pioneer Union School District
,Invoice,7/13/16,INV15461,"BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",3.00,$149.00 ,$447.00 ,CA,Pioneer Union School District
,Invoice,9/13/16,INV15689,HoverCam Solo 8,1.00,$349.00 ,$349.00 ,CA,Pioneer Union School District
,Invoice,9/1/16,INV15651,"ActivBoard 6 Touch Range 78"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC",1.00,"$1,099.00 ","$1,099.00 ",CA,Poly High School
,Invoice,9/1/16,INV15651,"CA 50A System with 2 Wall Speakers with brackets, 2-50' speaker cables and 25' 3.5mm patch cable(KIT)   3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately) 1 each 3210-0020 Cable 25ft 3.5X3.5 Cable 1 each 3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 2 each 3300-0003 Speaker White Wall Speaker - WS-09 2 each 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II and IR Receive 1 each",1.00,$299.00 ,$299.00 ,CA,Poly High School
,Invoice,10/17/16,INV15865,"Certified professional installation of ActivBoard with projector upgrade kit, wallbox and audio system.",1.00,$850.00 ,$850.00 ,CA,Poly High School
,Invoice,9/1/16,INV15651,"Mount Upgrade Kit with DLP short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/95"" ActivBoards.",1.00,"$1,199.00 ","$1,199.00 ",CA,Poly High School
,Invoice,12/12/16,INV16092,Mimio Teach,1.00,$859.00 ,$859.00 ,CA,Price Elementary School
,Invoice,10/20/16,INV15887,Certified Installation of: Epson BrightLink 595Wi Da-lite IDEA Screen Two Ceiling Speakers Wall Plate Inputs Kramer Single Gang Wall Plate Control Panel 4K HDMI Audio Extractor w/ Amplifier and Bracket Kit HDMI+RS232+IR+PoH UTP Receiver with Power Supply,3.00,"$1,500.00 ","$4,500.00 ",CA,Quail Valley Middle School
,Invoice,5/19/16,INV15303,Audio Enhancement CA 50A Amplifier (Power Supply 3010-0100 Sold Separately),1.00,$225.00 ,$225.00 ,CA,R.M. Miano Elementary School
,Invoice,11/22/16,INV16024,"BenQ MW855UST Projector WXGA; 3,500 ANSI Lumens; 11.2lbs; HDMI; D-Sub; 10W x2; Control Terminals: (RJ45, RS232, USB), INCLUDES MOUNT",1.00,"$1,249.00 ","$1,249.00 ",CA,R.M. Miano Elementary School
,Invoice,11/22/16,INV16024,"BoxLight BoxMWall 109W Manual Pull Down (special order) 16:10, 109"" Diagonal, Matte White with Auto Return",1.00,$372.00 ,$372.00 ,CA,R.M. Miano Elementary School
,Invoice,5/19/16,INV15303,"Power Supply Switching for the Achiever, Ultimate IISE, Elite II and IR Receiver",1.00,$65.00 ,$65.00 ,CA,R.M. Miano Elementary School
,Invoice,10/5/16,INV15802,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC   **While supplies last**",1.00,"$3,999.00 ","$3,999.00 ",CA,Ramona High School
,Invoice,10/20/16,INV15890,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC   **While supplies last**",1.00,"$3,999.00 ","$3,999.00 ",CA,Ramona High School
,Invoice,10/20/16,INV15889,"ActivPanel 75"" - 2 x stylus, 1 x ActivBoard Digital Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC   **While supplies last**",1.00,"$3,999.00 ","$3,999.00 ",CA,Ramona High School
,Invoice,4/25/16,INV15193,"BoxLight ECO X32NST 3200 lumens, XGA 1024x768. HDMI, 2 VGA, S-Vid, Component.  L4L eligible  Does not include Mount",1.00,$759.00 ,$759.00 ,CA,Ramona High School
,Invoice,4/25/16,INV15193,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,1.00,$99.00 ,$99.00 ,CA,Ramona High School
,Invoice,3/3/16,INV15008,Epson BrightLink 536Wi Interactive Projector,1.00,"$1,250.00 ","$1,250.00 ",CA,Ramona High School
,Invoice,3/3/16,INV15008,Epson wall mount for PowerLite/BrightLink Series 520/530,1.00,$209.00 ,$209.00 ,CA,Ramona High School
,Invoice,3/7/16,INV15014,Installation for replacement projector * Remove Existing Projector. * Install New BoxLight Projector and Adapter Bracket on Existing Boom. * Check all existing Promethean hardware to see if working properly * Rooms 142 (V1) and 353 (V3),2.00,$250.00 ,$500.00 ,CA,Ramona High School
,Invoice,6/13/16,INV15360,Installation for replacement projector.  *Remove existing projector *Install new boxlight projector and adapter bracket on existing boom,1.00,$450.00 ,$450.00 ,CA,Ramona High School
,Invoice,6/30/16,INV15439,"Installation of 40"" SONY 2K/HD ProBravia Smart TV and Tripp Lite display wall monitor mount swivel (17""-42"")",1.00,$350.00 ,$350.00 ,CA,Ramona High School
,Invoice,4/20/16,INV15166,"Professional Installation for Epson BrightLink 536Wi with Wall Mount, and HDMI Wall Box Kit",1.00,$525.00 ,$525.00 ,CA,Ramona High School
,Invoice,10/5/16,INV15802,"Promethean ActivPanel Touch Mobile Stand   ActivPanel Mobile Stand - For use with both current and previous versions of 55"", 65"", 70"" and 84""ActivPanel Touch",1.00,$699.00 ,$699.00 ,CA,Ramona High School
,Invoice,10/20/16,INV15890,"Promethean ActivPanel Touch Mobile Stand   ActivPanel Mobile Stand - For use with both current and previous versions of 55"", 65"", 70"" and 84""ActivPanel Touch",1.00,$699.00 ,$699.00 ,CA,Ramona High School
,Invoice,10/20/16,INV15889,"Promethean ActivPanel Touch Mobile Stand   ActivPanel Mobile Stand - For use with both current and previous versions of 55"", 65"", 70"" and 84""ActivPanel Touch",1.00,$699.00 ,$699.00 ,CA,Ramona High School
,Invoice,6/30/16,INV15439,Sony: 40 Inch Sony 2K/HD ProBravia Smart TV,1.00,$579.00 ,$579.00 ,CA,Ramona High School
,Invoice,5/23/16,INV15306,"Tripp Lite: Display Wall Monitor Mount Swivl 17-42""",1.00,$149.00 ,$149.00 ,CA,Ramona High School
,Credit Memo,5/23/16,325,"Tripp Lite: Display Wall Monitor Mount Swivl 17-42""",-1.00,$149.00 ,($149.00),CA,Ramona High School
,Invoice,8/1/16,INV15519,BoxLight PROCOLOR 650H  Interactive Flat Panel  Try and Buy. 60 Day Net Terms.  ACT will invoice Fullerton School District 9/30/2016.,2.00,"$3,799.00 ","$7,598.00 ",CA,Raymond Elementary School
,Credit Memo,10/6/16,342,BoxLight PROCOLOR 650H  Interactive Flat Panel  Try and Buy. 60 Day Net Terms.  ACT will invoice Fullerton School District 9/30/2016.,-2.00,"$3,799.00 ","($7,598.00)",CA,Raymond Elementary School
,Invoice,8/1/16,INV15519,"BoxLight Rainier IFPD-MOB  Motorized height adjustable mobile cart. For use with entire BOXLIGHT ProColor line up to 84"". Includes mobile base, adjustable column, wired remote, and vesa plate",2.00,"$1,699.00 ","$3,398.00 ",CA,Raymond Elementary School
,Credit Memo,10/6/16,342,"BoxLight Rainier IFPD-MOB  Motorized height adjustable mobile cart. For use with entire BOXLIGHT ProColor line up to 84"". Includes mobile base, adjustable column, wired remote, and vesa plate",-2.00,"$1,699.00 ","($3,398.00)",CA,Raymond Elementary School
,Invoice,9/7/16,INV15675,Certified Professional Installation of Panels on Mobile carts,2.00,$500.00 ,"$1,000.00 ",CA,Raymond Elementary School
,Credit Memo,10/6/16,343,Certified Professional Installation of Panels on Mobile carts,-2.00,$500.00 ,"($1,000.00)",CA,Raymond Elementary School
,Invoice,8/1/16,INV15519,Nuiteq Snowflake MultiTeach 1-10 licenses,2.00,$503.10 ,"$1,006.20 ",CA,Raymond Elementary School
,Credit Memo,10/6/16,342,Nuiteq Snowflake MultiTeach 1-10 licenses,-2.00,$503.10 ,"($1,006.20)",CA,Raymond Elementary School
,Invoice,11/7/16,INV15962,BoxLight BostonST-930 Replacement Lamp- for Boston WX27NST & Boston X28NST projectors,2.00,$349.00 ,$698.00 ,CA,Rio Vista Middle School
,Invoice,8/11/16,INV15542,"ActivBoard 6 Touch Range 88"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC.",1.00,"$1,299.00 ","$1,299.00 ",CA,Ripon Christian Schools
,Invoice,8/11/16,INV15542,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp  for the life of the projector!,4.00,$99.00 ,$396.00 ,CA,Ripon Christian Schools
,Invoice,8/11/16,INV15542,"BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",4.00,$149.00 ,$596.00 ,CA,Ripon Christian Schools
,Invoice,8/11/16,INV15542,"Installation of ActivBoard 6 Touch 88 with Mount Upgrade Kit, ActivSoundBar, plus Mimio 280 projector, mount and customer-supplied Promethean wallbox",1.00,$800.00 ,$800.00 ,CA,Ripon Christian Schools
,Invoice,8/11/16,INV15545,Installation of Mimio 280 with mount – School will first remove existing projectors and their mounts,3.00,$470.00 ,"$1,410.00 ",CA,Ripon Christian Schools
,Invoice,8/11/16,INV15542,Mimio 280 Extreme Short Throw Non-Interactive Projector,4.00,"$1,129.00 ","$4,516.00 ",CA,Ripon Christian Schools
,Invoice,8/11/16,INV15542,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch.  Brackets included,1.00,$149.00 ,$149.00 ,CA,Ripon Christian Schools
,Invoice,2/15/16,INV14939,"500 Pro Range 87"" ActivBoard with mount system, DLP short throw - 2 teacher & 2 student ActivPen 50 included. ActivInspire Professional Edition available FOC",2.00,"$3,499.00 ","$6,998.00 ",CA,Riverside Adult School
,Invoice,3/7/16,INV15015,Professional Services - Promethean Certified De-Installation for previously installed boards,2.00,$600.00 ,"$1,200.00 ",CA,Riverside Adult School
,Invoice,3/7/16,INV15015,Professional Services - Promethean Certified Installation for ActivBoard 587Pro ST DLP Mount System,2.00,$654.50 ,"$1,309.00 ",CA,Riverside Adult School
,Invoice,1/27/16,INV14873,"Teacher ActivPen 50 - 10 pack. For use with 100, 300 & 300 Pro and 500 Pro ranges.",1.00,$295.00 ,$295.00 ,CA,Riverside STEM Academy
,Invoice,1/29/16,INV14882,"ActivPanel Installation: unpack and install wall mount units, assembly of mobile carts including installation upon cart.",26.00,$660.00 ,"$17,160.00 ",CA,Riverview Middle School
,Invoice,12/31/16,INV16248,Closed due to lack of inactivity per DW Mt Diablo - 1-Day Prof Development On-Site Training,4.00,$0.00 ,$0.00 ,CA,Riverview Middle School
,Invoice,2/1/16,INV14884,Installation of wallbox kits with HDMI,26.00,$100.00 ,"$2,600.00 ",CA,Riverview Middle School
,Invoice,4/11/16,INV15135,Mt Diablo - 1-Day Prof Development On-Site Training,2.00,"$1,900.00 ","$3,800.00 ",CA,Riverview Middle School
,Invoice,1/7/16,INV14835,Mt Diablo ActivPanel Touch Mobile Stand,9.00,$785.00 ,"$7,065.00 ",CA,Riverview Middle School
,Invoice,1/7/16,INV14835,Mt Diablo ActivPanel Touch Mobile Stand This stand is NOT to ship as it was already delivered by Promethean.,1.00,$785.00 ,$785.00 ,CA,Riverview Middle School
,Invoice,1/26/16,INV14869,Mt Diablo ActivPanel Touch2 84,35.00,"$9,860.00 ","$345,100.00 ",CA,Riverview Middle School
,Invoice,1/7/16,INV14835,Mt Diablo ActivPanel Touch2 84 This panel is NOT to ship as it was already delivered by Promethean.,1.00,"$9,860.00 ","$9,860.00 ",CA,Riverview Middle School
,Invoice,1/26/16,INV14869,Mt Diablo ClassFlow Schools,1.00,"$2,000.00 ","$2,000.00 ",CA,Riverview Middle School
,Invoice,2/1/16,INV14884,Professional Services-Removal of existing boards and projectors. ACT will deliver removed hardware to location in the school designated by the customer.,32.00,$245.00 ,"$7,840.00 ",CA,Riverview Middle School
,Invoice,1/29/16,INV14882,Stand Install,10.00,$330.00 ,"$3,300.00 ",CA,Riverview Middle School
,Invoice,8/4/16,INV15530,BenQ 0.6 Wall Mount,1.00,$99.00 ,$99.00 ,CA,Roosevelt Elementary School
,Credit Memo,9/26/16,337,BenQ 0.6 Wall Mount,-1.00,$99.00 ,($99.00),CA,Roosevelt Elementary School
,Invoice,8/4/16,INV15530,"BenQ MW824ST DLP Projector, 3000 lumen, HDMI, D-Sub x2, S-V, Com, A x2, 10w Spk x2, AO, Control terminals (RJ45/RS232/USB) 3 year warranty. (formerly MW821ST)",1.00,$879.00 ,$879.00 ,CA,Roosevelt Elementary School
