Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer,School District,Year,,,
Invoice,10/29/15,INV14539,Arrowhead- Move existing faceplate to left side of board in computer lab,1,$195.00,$195.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14534,Crystal Springs- relocate projector to left in classroom to center in teaching space in room 11 (Assumes power will reach),1,$195.00,$195.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14542,Woodin- Relocate sound amp in room 27,1,$195.00,$195.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/30/15,INV14572,Arrowhead- Mount amplifier to wall in room P133. District to provide wall bracket.,1,$195.00,$195.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,1/22/15,INV13238,ACT Installation of VGA Cable,1,$195.00,$195.00,CA,Sierra Vista Elementary,Val Verde Unified School District,2015,,,
Invoice,9/30/15,INV14344,ActivPen pack of 10 - For use with previous versions of ActivBoard,1,$195.00,$195.00,,Sparks Middle School,Washoe County School District,2015,,,
Invoice,4/21/15,INV13595,"Lower ActivBoard. Shall not exceed 3 hours, max. ITEM FROM PO# BS10092014",1,$195.00,$195.00,WA,St. Mary Magdalen,PRIVATE,2015,,,
Invoice,1/22/15,INV13242,Install Diversiboard at Foster High and realign the projector to fit board,1,$195.00,$195.00,WA,Tukwila School District 406,Tukwila School District 406,2015,,,
Invoice,7/7/15,INV13917,Promethean PRM-32-35 replacement lamp,2,$97.30,$194.60,CA,Liddell Elementary School,Central Unified School District,2015,,,
Invoice,10/6/15,INV14373,"Vantage Point projector mount, W 6"" extension ***Pull Down Screen Rooms***",2,$95.52,$191.04,WA,Construction Industry Training Council,COMPANY,2015,,,
Invoice,10/12/15,INV14426,"BoxLight Wall Mount U - short throw wall mount extends up to 49"" extension. (used with XGA projectors)",1,$189.00,$189.00,WA,Granger School District 204,Granger School District 204,2015,,,
Invoice,2/16/15,INV13354,"Double Sided Art Easel Two height adjustable dry-erase painting surfaces 10 built-in drying racks Includes one sliding Really Big Tub, apron hooks, large art paper clips, and two removable paint trays with 14 paint pots and spill-proof caps Four 2” locking casters to keep unit in place Frame Measures 27"" W x 29"" D x 51""H Tub Measures 25"" L x 13"" W x 6""D 5 Year Frame Warranty Lifetime Tub Warranty",1,$187.35,$187.35,OK,Jarman Elementary School,Union Public Schools,2015,,,
Invoice,12/14/15,INV14750,"BoxLight Wall Mount U - short throw wall mount extends up to 49"" extension. (used with XGA projectors)",1,$178.00,$178.00,WA,Cascade Electri/Comm LLC,COMPANY,2015,,,
Invoice,2/17/15,INV13363,CA Ford truck rental for Anthony,1,$175.00,$175.00,WA,Cascade Electri/Comm LLC,COMPANY,2015,,,
Invoice,10/6/15,INV14375,Audio Enhancement Dual Microphone Charger AEBC-09,5,$35.00,$175.00,WA,Tukwila School District 406,Tukwila School District 406,2015,,,
Invoice,4/21/15,INV13598,Remove projector that isn't working from mount and replace with projector provided by district. (replacement projector needs to be in room),2,$85.00,$170.00,WA,Lake Washington School District 414,Lake Washington School District 414,2015,,,
Invoice,2/11/15,INV13332,Installation of Cable from Activboard to AE system,2,$85.00,$170.00,NV,Bud Beasley Elementary School,Washoe County School District,2015,,,
Invoice,7/15/15,INV13953,Install additional cabling and custom face plate. 1 man hour per room,2,$85.00,$170.00,NV,Damonte Ranch High School,Washoe County School District,2015,,,
Invoice,10/2/15,INV14358,Replace bad VGA cable in room D229,1,$170.00,$170.00,WA,Eastlake High School,Lake Washington School District 414,2015,,,
Invoice,6/24/15,INV13852,Run VGA cables from Promethean Activboard to newly installed TV's. Labor only No Sound to TV's,2,$85.00,$170.00,NV,Edward C Reed High School,Washoe County School District,2015,,,
Invoice,10/13/15,INV14432,Replace bad VGA cable in room 209,1,$170.00,$170.00,WA,Henry David Thoreau Elementary School,Lake Washington School District 414,2015,,,
Invoice,12/9/15,INV14730,Replace VGA to Doc cam in P3,1,$170.00,$170.00,WA,Kamiakin Middle School,Lake Washington School District 414,2015,,,
Invoice,3/16/15,INV13481,Installation of Qty. 1 pull down screen. 4:3 resolution screen district owned.,1,$170.00,$170.00,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,3/18/15,INV13494,"Audio Enhancement ceiling speaker kit. Includes 1 speaker, 1 tile and 1 of 50' - plenum speaker and wire. SET UP IS FOR 1 SPEAKER ONLY",2,$85.00,$170.00,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,7/15/15,INV13952,"Replace old Activboard in room 45 with 100 Range 78"". Labor only",1,$170.00,$170.00,NV,Rita Cannan Elementary School,Washoe County School District,2015,,,
Invoice,4/21/15,INV13599,Labor to install new Vantage Point mount,2,$85.00,$170.00,WA,Rose Hill Junior High School,Lake Washington School District 414,2015,,,
Invoice,12/9/15,INV14731,"ACT service call to align projecto on board. 1 tech, 2 hour minimum.",1,$170.00,$170.00,WA,St. Mary Magdalen,PRIVATE,2015,,,
Invoice,8/17/15,INV14106,Service Call for Martha Lake location. Speakers are not working and the projector needs to be adjusted to fit image. 2 hour minimum and parts are not included. Cheri Curdy is the contact for this service call 425-259-3191 ext 1058 for scheduling,2,$85.00,$170.00,WA,Volunteers of America,COMPANY,2015,,,
Invoice,1/13/15,INV13177,Assembly of ActivPanel Mobile stand,2,$85.00,$170.00,NV,Washoe Innovations High School,Washoe County School District,2015,,,
Invoice,12/28/15,INV14799,PRM-30 Replacement Lamp,1,$169.00,$169.00,CA,Gateway Unified School District,Gateway Unified School District,2015,,,
Invoice,6/11/15,INV13803,ACT Onsite Service Hour,1,$165.00,$165.00,CA,Beatty Elementary School,Buena Park School District,2015,,,
Invoice,9/15/15,INV14249,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector)",1,$165.00,$165.00,CA,Charlie Keyan Armenian Community School,PRIVATE,2015,,,
Invoice,6/3/15,INV13777,ACT Installation for PRM-45 projector on V3 Fixed Mount System,1,$165.00,$165.00,CA,Davis Middle School,Compton Unified School District,2015,,,
Invoice,6/18/15,INV13832,Installation of extension wall box kit.,1,$165.00,$165.00,CA,El Capitan Middle School,Central Unified School District,2015,,,
Invoice,6/29/15,INV13894,"Installation of 8 BoxLight Eco X27NST projectors with Vantage Point flush mounts. Rooms C4, C5, D6, D9, D14, E3, E11 & E14",1,$165.00,$165.00,CA,El Capitan Middle School,Central Unified School District,2015,,,
Invoice,12/28/15,INV14781,Installation of extension wall box kit,1,$165.00,$165.00,CA,El Capitan Middle School,Central Unified School District,2015,,,
Invoice,2/17/15,INV13359,ACT Onsite Service Call (1-hour),1,$165.00,$165.00,CA,Helm Elementary School,Golden Plains Unified School District,2015,,,
Invoice,5/27/15,INV13742,ACT Installation of Promethean Replacement Projector,1,$165.00,$165.00,CA,Houghton-Kearney K-8 School,Central Unified School District,2015,,,
Invoice,2/5/15,INV13310,ACT Installation - Projector Upgrade,1,$165.00,$165.00,CA,Laton High School,Laton Joint Unified School District,2015,,,
Invoice,4/20/15,INV13587,ACT Installation - Projector Upgrade,1,$165.00,$165.00,CA,Laton High School,Laton Joint Unified School District,2015,,,
Invoice,2/5/15,INV13311,ACT Installation - Projector swap on existing boom Room 20,1,$165.00,$165.00,CA,Laton Unified School District,Laton Unified School District,2015,,,
Invoice,3/9/15,INV13449,ACT Installation - Projector Upgrade,1,$165.00,$165.00,CA,Liddell Elementary School,Central Unified School District,2015,,,
Invoice,4/15/15,INV13566,ACT Installation - Projector installation on existing boom,1,$165.00,$165.00,CA,Nell Dawson Elementary School,Coalinga-Huron Joint Unified School District,2015,,,
Invoice,7/27/15,INV13998,ROOM 20 ACT PROFESSIONAL SERVICES - Installation of BenQ MX819ST on existing short-throw boom * Price of $165 is only valid when this installation is completed on the same visit with Room 17.,1,$165.00,$165.00,CA,North County Joint Union School District,North County Joint Union School District,2015,,,
Invoice,9/21/15,INV14288,"Just Lamps PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$165.00,$165.00,OR,St. Paul Parochial School,PRIVATE,2015,,,
Invoice,9/29/15,INV14330,"Promethean DLP Remote - Remote control for PRM-35, PRM-45, EST-P1 and UST-P1 DLP Projectors",4,$40.00,$160.00,CA,Dinuba Unified School District,Dinuba Unified School District,2015,,,
Invoice,1/7/15,INV13162,"BoxLight MP60E-710 Remote Remote for MP65E and Pro5000SL-NL, Pro4200SL-NL and MP75E",2,$80.00,$160.00,OR,Grants Pass School District 7,Grants Pass School District 7,2015,,,
Invoice,9/23/15,INV14299,"Promethean DLP Remote - Remote control for PRM-35, PRM-45, EST-P1 and UST-P1 DLP Projectors",4,$40.00,$160.00,CA,Wilson Elementary School,San Bernardino City Unified School District,2015,,,
Invoice,12/28/15,INV14785,"Bio Rm 212: Wall Box, Face plate, and cables: Panduit Deep Single Gang box, custom brushed aluminum face plate with HDMI, VGA, and 3.5 inputs. 50'HDMI, VGA, and 3.5 cables",1,$159.00,$159.04,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,12/28/15,INV14787,"Pinewood Library: Wall Box, Face plate, and cables: Panduit Deep Single Gang box, custom brushed aluminum face plate with HDMI, VGA, and 3.5 inputs. 50'HDMI, VGA, and 3.5 cables.",1,$159.04,$159.04,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,12/28/15,INV14787,"Pinewood P1: Wall Box, Face plate, and cables: Panduit Deep Single Gang box, custom brushed aluminum face plate with HDMI, VGA, and 3.5 inputs. 50'HDMI, VGA, and 3.5 cables.",1,$159.04,$159.04,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,2/24/15,INV13412,Wireless Upgrade for 100/300 Range ActivBoard. Power supply and ActivHub included.,1,$159.00,$159.00,OR,Baker School District 5J,Baker School District 5J,2015,,,
Invoice,12/28/15,INV14783,"Bio Rm 112: Wall Box, Face plate, and cables: Panduit Deep Single Gang box, custom brushed aluminum face plate with HDMI, VGA, and 3.5 inputs. 50'HDMI, VGA, and 3.5 cables",1,$159.00,$159.00,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,12/11/15,INV14747,"ActivWand 50, Cordless battery-free extended reach pen",2,$79.00,$158.00,CA,Madera County Superintendent of Schools,Madera County Superintendent of Schools,2015,,,
Invoice,7/30/15,INV14048,Microphone - Infrared Handheld Kit includes microphone and 1 AA battery,1,$158.00,$158.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,12/21/15,INV14773,Microphone - Infrared Handheld Kit includes microphone and 1 AA battery. MPN 3100-0064,1,$158.00,$158.00,WA,Tahoma School District 409,Tahoma School District 409,2015,,,
Invoice,6/1/15,INV13768,Bracket to mount Activboard over existing whiteboard,1.5,$105.00,$157.50,WA,Hawthorne Elementary School,Seattle Public Schools,2015,,,
Invoice,6/25/15,INV13871,Bracket to mount Activboard over existing whiteboard,1.5,$105.00,$157.50,WA,Hawthorne Elementary School,Seattle Public Schools,2015,,,
Invoice,1/8/15,INV13170,PRM-10/20 Remote control. Also compatible with XL40 projectors.,4,$39.31,$157.24,,Edwin Dodson Elementary School,Washoe County School District,2015,,,
Invoice,9/29/15,INV14336,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$157.14,$157.14,OR,InterMountain ESD,EDUCATIONAL SERVICES,2015,,,
Invoice,9/30/15,INV14344,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",2,$78.00,$156.00,,Sparks Middle School,Washoe County School District,2015,,,
Invoice,5/27/15,INV13746,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$153.30,$153.30,CA,Saroyan Elementary School,Central Unified School District,2015,,,
Invoice,9/15/15,INV14252,Peerless Industries: SmartMount Univ. Flat Blk 39-80in Philps,2,$76.00,$152.00,CA,Frank Augustus Miller Middle,Riverside Unified School District,2015,,,
Invoice,8/14/15,INV14101,Just Lamps PRM-30 Replacement Lamp,1,$150.00,$150.00,WA,Camas High School,Camas School District,2015,,,
Invoice,9/10/15,INV14222,Just Lamps PRM-30 Replacement Lamp,1,$150.00,$150.00,,Columbia Middle School,Sunnyvale Elementary School District,2015,,,
Invoice,10/29/15,INV14531,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop mic, 1 AA Battery, and Charger (KIT) IF A SMART MIC IS NEEDED, PLEASE DESIGNATE.",1,$150.00,$150.00,,Damonte Ranch High School,Washoe County School District,2015,,,
Invoice,6/8/15,INV13792,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop mic, 1 AA Battery, and Charger (KIT)",1,$150.00,$150.00,,Elizabeth Lenz Elem School,Washoe County School District,2015,,,
Invoice,8/28/15,INV14161,Just Lamps PRM-30 Replacement Lamp,1,$150.00,$150.00,NV,Esther Bennett Elem School,Washoe County School District,2015,,,
Invoice,7/21/15,INV13973,"PRM-32 DLP Projector 3YR RFR PRM-32 DLP Projector - Extension & Enhancement, Return for Repair Cover, 3 Years",1,$150.00,$150.00,CA,Frank Sparkes Elementary,Winton School District,2015,,,
Invoice,10/2/15,INV14361,"PRM-32 DLP Projector - Extension & Enhancement, Return for Repair Cover, 3 Years (The PRM-32 projectors purchased in the past by Fugman have this extended warranty.)",1,$150.00,$150.00,CA,Fugman Elementary School,Clovis Unified School District,2015,,,
Invoice,10/15/15,INV14451,"PRM-32 DLP Projector - Extension & Enhancement, Return for Repair Cover, 3 Years (The PRM-32 projectors purchased in the past by Fugman have this extended warranty.)",1,$150.00,$150.00,CA,Gateway High School,San Francisco Unified School District,2015,,,
Invoice,11/10/15,INV14613,Expedited shipping of the ECO X26N projectors.,1,$150.00,$150.00,WA,Granger School District 204,Granger School District 204,2015,,,
Invoice,10/14/15,INV14433,X-Large tilting TV mount.,1,$150.00,$150.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,8/25/15,INV14124,Installation for replacement Promethean projector *** VOLUME DISCOUNT applies to this quote only. ***,2,$75.00,$150.00,CA,Oxnard School District,Oxnard School District,2015,,,
Invoice,12/8/15,INV14723,Installation of AudioEnhancement CA-50 system with 2 wall speakers.,2,$75.00,$150.00,CA,Poly High School,Riverside Unified School District,2015,,,
Invoice,10/15/15,INV14439,PRM-30 Replacement Lamp,1,$150.00,$150.00,CA,Rio Vista Middle School,Central Unified School District,2015,,,
Invoice,10/8/15,INV14397,Just Lamps PRM-30 Replacement Lamp,1,$150.00,$150.00,,Silver Lake Elementary School,Washoe County School District,2015,,,
Invoice,7/28/15,INV14030,Installation of BoxLight Whiteboard,1,$150.00,$150.00,,Tacoma School District 10,Tacoma School District 10,2015,,,
Invoice,7/28/15,INV14030,Installation of BoxLight Whiteboard,1,$150.00,$150.00,,Tacoma School District 10,Tacoma School District 10,2015,,,
Invoice,11/9/15,INV14608,Just Lamps PRM-30 Replacement Lamp,1,$150.00,$150.00,,University of Nevada Reno,COLLEGE,2015,,,
Invoice,3/17/15,INV13486,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop mic, 1 AA Battery, and Charger (KIT)",1,$150.00,$150.00,NV,Yvonne Shaw Middle School,Washoe County School District,2015,,,
Invoice,2/16/15,INV13350,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,WA,Lake Washington School District 414,Lake Washington School District 414,2015,,,
Invoice,11/16/15,INV14641,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,WA,Asa Mercer Middle School,Seattle Public Schools,2015,,,
Invoice,7/16/15,INV13956,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Coalinga Middle School,Coalinga-Huron Joint Unified School District,2015,,,
Invoice,8/31/15,INV14185,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,WA,Dearborn Park Elem School,Seattle Public Schools,2015,,,
Invoice,4/16/15,INV13571,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Frank Sparkes Elementary,Winton School District,2015,,,
Invoice,7/21/15,INV13973,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Frank Sparkes Elementary,Winton School District,2015,,,
Invoice,10/2/15,INV14361,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Fugman Elementary School,Clovis Unified School District,2015,,,
Invoice,10/15/15,INV14451,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Gateway High School,San Francisco Unified School District,2015,,,
Invoice,6/8/15,INV13786,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,WA,Hidden River Middle School,Monroe School District 103,2015,,,
Invoice,8/31/15,INV14188,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,WA,Holy Rosary School - Edmonds,PRIVATE,2015,,,
Invoice,10/20/15,INV14484,"BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$149.00,$149.00,CA,Huntington Christian School,PRIVATE,2015,,,
Invoice,11/12/15,INV14628,"BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$149.00,$149.00,CA,Huntington Christian School,PRIVATE,2015,,,
Invoice,1/19/15,INV13211,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,IvyTech Charter School,CHARTER,2015,,,
Invoice,1/7/15,INV13149,"BoxLight Wall Mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$149.00,$149.00,CA,Jefferson Elementary School,Riverside Unified School District,2015,,,
Invoice,10/28/15,INV14520,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Los Banos Unified School District,Los Banos Unified School District,2015,,,
Invoice,3/31/15,INV13603,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Modoc Joint Unified School District,Modoc Joint Unified School District,2015,,,
Invoice,8/13/15,INV14099,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Modoc Joint Unified School District,Modoc Joint Unified School District,2015,,,
Invoice,2/6/15,INV13323,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Mountain Oaks School,Calaveras County Office Of Education School District,2015,,,
Invoice,7/9/15,INV13931,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Mountain Oaks School,Calaveras County Office Of Education School District,2015,,,
Invoice,4/6/15,INV13544,"ActivSoundBar Price Valid Until Dec 23, 2014",1,$149.00,$149.00,NV,Nancy Gomes Elementary School,Washoe County School District,2015,,,
Invoice,6/3/15,INV13780,"BenQ Replacement Lamp MW860USTi, MX750, and MW870UST",1,$149.00,$149.00,CA,North County Joint Union School District,North County Joint Union School District,2015,,,
Invoice,4/16/15,INV13579,BenQ MX813ST Replacement Lamp (currently on back-order),1,$149.00,$149.00,CA,Sierra Vista Elementary,Val Verde Unified School District,2015,,,
Invoice,2/26/15,INV13418,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,WA,St. Joseph School,PRIVATE,2015,,,
Invoice,10/28/15,INV14521,"BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$149.00,$149.00,OR,St. Paul Parish School,PRIVATE,2015,,,
Invoice,7/13/15,INV13937,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,St. Paul's School,PRIVATE,2015,,,
Invoice,6/12/15,INV13808,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Twain Harte School District,Twain Harte School District,2015,,,
Invoice,6/8/15,INV13791,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,NV,Washoe Innovations High School,Washoe County School District,2015,,,
Invoice,10/22/15,INV14497,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,CA,Winton School District,Winton School District,2015,,,
Invoice,12/28/15,INV14801,Promethean ActivSoundBar - For use with ActivBoard Touch Range & ActivPanel Touch. Brackets included,1,$149.00,$149.00,NV,Yerington Elementary School,Lyon County School District,2015,,,
Invoice,11/4/15,INV14587,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",2,$74.00,$148.00,CA,Campus Security Solutions,COMPANY,2015,,,
Invoice,9/2/15,INV14194,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",2,$73.00,$146.00,WA,Islander Middle School,Mercer Island School District,2015,,,
Invoice,11/4/15,INV14585,PRM-30 Replacement Lamp,1,$145.00,$145.00,CA,Sequoia Middle School,Redding School District,2015,,,
Invoice,11/17/15,INV14660,"BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$141.55,$141.55,WA,Renton Technical College,COLLEGE,2015,,,
Invoice,5/18/15,INV13696,Dell 469-3398 E-Port Simple Port Replicator for Latitude E-Family Laptops w/ USB 3.0,1,$140.00,$140.00,WA,Lakewood School District 306,Lakewood School District 306,2015,,,
Invoice,12/28/15,INV14787,"Pinewood Library: Panduit Raceway 6' and all applicable corners, joiners, and transition pieces. Estimated length is 40"" with corners and transition to floor.",7,$20.00,$140.00,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,8/3/15,INV14057,Remote for Seattle series and P3 (X25NU),2,$70.00,$140.00,AK,Romig Middle School,Anchorage School District,2015,,,
Invoice,8/18/15,INV14109,Promethean PRM-32-35 replacement lamp,1,$139.00,$139.00,OR,Central Point Elementary School,Central Point School District,2015,,,
Invoice,7/1/15,INV13903,Over the board mount bracket for Activboard,1,$139.00,$139.00,,Rapid City Area Schools,Rapid City Area School District,2015,,,
Invoice,8/4/15,INV14065,"PRM-10/20 replacement bulb (a 6"" lens offset to the left side of the projector).",1,$139.00,$139.00,WA,Volunteers of America,COMPANY,2015,,,
Invoice,9/9/15,INV14199,"BoxLight ECO-710 Replacement remote for ECO X26N, X30N, WX32N, X27NST, X32NST, WX32NST *** Includes shipping fees ***",2,$69.00,$138.00,,Mukilteo School District 6,Mukilteo School District 6,2015,,,
Invoice,10/6/15,INV14373,FLOATING MOUNTING BRKTS L G WH ***Pull Down Screen Rooms***,2,$66.00,$132.00,WA,Construction Industry Training Council,COMPANY,2015,,,
Invoice,2/12/15,INV13340,"BoxLight ECO-710 Replacement remote for ECO X26N, X30N, WX32N, X27NST, X32NST, WX32NST",2,$66.00,$132.00,CA,Green Acres Elementary,Live Oak School District,2015,,,
Invoice,6/24/15,INV13862,"BoxLight Wallmount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$131.00,$131.00,WA,Tacoma School District 10,Tacoma School District 10,2015,,,
Invoice,7/20/15,INV13967,"Arlington ES - Library For P10 Projector BoxLight Wall mount EST-Universal Extreme Short Throw Wall Mount (12.25"" to 21"")",1,$131.00,$131.00,WA,Tacoma School District 10,Tacoma School District 10,2015,,,
Invoice,1/28/15,INV13263,"Speaker, white wall WS-09. Incluldes mounting bracket and cables.",2,$65.00,$130.00,NV,Double Diamond Elementary,Washoe County School District,2015,,,
Invoice,9/11/15,INV14229,Kokanee- Electrical Service permit,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,9/11/15,INV14228,Maywood Hills- Electrical Service permit,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,9/11/15,INV14232,Moorlands- Electrical Service permit,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/15/15,INV14449,Support Services- Electrical Service permit,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/27/15,INV14507,Peerless PRGS Series Projector Mount - Black,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/28/15,INV14529,"Hollywood Hills- Move existing Activboard from one wall to adjacent wall and mount at 36""",1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14550,Crystal Springs- relocate existing Activboard to center of space in room 11,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14535,Leota- Electrical permit,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14547,"Leota JH- Lower board to 36"" in room 619",1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14548,Woodinville HS- relocate Activboard from room 329 to 350A,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/30/15,INV14567,Canyon Park- Relocate existing board from room 113 to 101,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/30/15,INV14564,Westhill- Relocate existing Activboard in room 8,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,12/30/15,INV14810,Fernwood permit,1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,12/30/15,INV14814,"Tilt Mount Large - 37""-58"" / 200x100 to 600x400 Black (For BHS P-6) Part for Flat Panel install on Change notice 3",1,$130.00,$130.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,8/4/15,INV14065,ACT Installation:,1,$130.00,$130.00,WA,Volunteers of America,COMPANY,2015,,,
Invoice,3/16/15,INV13482,Over the board mount bracket for Activboard,1,$129.00,$129.00,WA,Cedarcrest Middle School,Marysville School District 25,2015,,,
Invoice,11/11/15,INV14624,Over the board mount bracket for Activboard,1,$129.00,$129.00,WA,Christa McAuliffe Elem School,Lake Washington School District 414,2015,,,
Invoice,2/2/15,INV13288,ActivPen4 nibs - For ActivPen with date code (on back of pen) of 10/10 and older. Pack of 100,1,$129.00,$129.00,CA,Clovis Unified School District,Clovis Unified School District,2015,,,
Invoice,8/5/15,INV14069,Over the board mount bracket for Activboard,1,$129.00,$129.00,CA,Eureka Union School District,Eureka Union School District,2015,,,
Invoice,10/12/15,INV14425,Over the board mount bracket for Activboard,1,$129.00,$129.00,CA,Excelsior Elementary School,Eureka Union School District,2015,,,
Invoice,1/26/15,INV13247,ActivPen4 nibs2 - For ActivPen with date code (on back of pen) of 11/10 and newer (pack),1,$129.00,$129.00,CA,Heritage Oak Private Education,PRIVATE,2015,,,
Invoice,9/29/15,INV14327,ActivPen4 nibs2 - For ActivPen with date code (on back of pen) of 11/10 and newer (100-pack),1,$129.00,$129.00,CA,Lemonwood Elementary School,Oxnard Elementary School District,2015,,,
Invoice,12/10/15,INV14744,ActivPen4 nibs - For ActivPen with date code (on back of pen) of 10/10 and older. Pack of 100,1,$129.00,$129.00,CA,Lemonwood Elementary School,Oxnard Elementary School District,2015,,,
Invoice,7/9/15,INV13931,Over the board mount bracket for Activboard,1,$129.00,$129.00,CA,Mountain Oaks School,Calaveras County Office Of Education School District,2015,,,
